id,dataset_index,competition_name,summary_file_path
dataset-398-summary,398,Global Wheat Detection via Image Analysis,datasets/398/problem_summary.md
dataset-35-summary,35,Predicting User Follow Recommendations in Tencent Weibo,datasets/35/problem_summary.md
dataset-195-summary,195,Binary Classification of Kobe Bryant's Shot Success,datasets/195/problem_summary.md
dataset-353-summary,353,Kannada Handwritten Digit Classification,datasets/353/problem_summary.md
dataset-161-summary,161,Predicting Context Ad Click-Through Rates,datasets/161/problem_summary.md
dataset-505-summary,505,Credit Default Prediction with Time-Series Behavioral Data,datasets/505/problem_summary.md
dataset-566-summary,566,Forecasting Mini-Course Sales,datasets/566/problem_summary.md
dataset-330-summary,330,Aerial Cactus Identification,datasets/330/problem_summary.md
dataset-102-summary,102,Personalized Web Search Ranking Challenge,datasets/102/problem_summary.md
dataset-592-summary,592,Predicting Essay Quality from Keystroke Logs,datasets/592/problem_summary.md
dataset-69-summary,69,Binary Detection of North Atlantic Right Whale Calls from Audio Recordings,datasets/69/problem_summary.md
dataset-559-summary,559,Forecasting Microbusiness Density at US County Level,datasets/559/problem_summary.md
dataset-56-summary,56,Predicting Optimal Paths in Dynamic Internet Topology Graphs,datasets/56/problem_summary.md
dataset-595-summary,595,Binary Classification with a Bank Churn Dataset,datasets/595/problem_summary.md
dataset-105-summary,105,Predicting Starting States in Conway's Reverse Game of Life,datasets/105/problem_summary.md
dataset-337-summary,337,Decrypting Shakespearean Ciphertext with Classic and Modern Ciphers,datasets/337/problem_summary.md
dataset-561-summary,561,Binary Classification of Machine Failures,datasets/561/problem_summary.md
dataset-51-summary,51,Predicting Molecular Activity for Drug Development,datasets/51/problem_summary.md
dataset-308-summary,308,VSB Power Line Fault Detection,datasets/308/problem_summary.md
dataset-58-summary,58,Predicting Dark Matter Halo Positions from Galaxy Ellipticity Data,datasets/58/problem_summary.md
dataset-557-summary,557,Predicting Crab Age with Physical Attributes,datasets/557/problem_summary.md
dataset-133-summary,133,Binary Classification with Synthetic Dataset using Scikit-learn,datasets/133/problem_summary.md
dataset-301-summary,301,PUBG Finish Placement Prediction,datasets/301/problem_summary.md
dataset-67-summary,67,Job Salary Prediction,datasets/67/problem_summary.md
dataset-93-summary,93,Personalized Hotel Ranking for Expedia Searches,datasets/93/problem_summary.md
dataset-568-summary,568,Binary Classification of Age-Related Medical Conditions,datasets/568/problem_summary.md
dataset-306-summary,306,Humpback Whale Identification from Tail Images,datasets/306/problem_summary.md
dataset-134-summary,134,Toy Production Scheduling for Santa's Workshop,datasets/134/problem_summary.md
dataset-550-summary,550,Predicting Wild Blueberry Yield with Regression,datasets/550/problem_summary.md
dataset-94-summary,94,Stock Price Direction Prediction with Time Series Data,datasets/94/problem_summary.md
dataset-339-summary,339,Cellular Image Classification for Genetic Perturbation Identification,datasets/339/problem_summary.md
dataset-60-summary,60,Visualizing Trends in Colorado Public School Performance,datasets/60/problem_summary.md
dataset-399-summary,399,Birdcall Identification in Soundscape Recordings,datasets/399/problem_summary.md
dataset-34-summary,34,Predicting Ad Click-Through Rates with Search Session Data,datasets/34/problem_summary.md
dataset-160-summary,160,Diabetic Retinopathy Detection from Retinal Images,datasets/160/problem_summary.md
dataset-352-summary,352,Predicting Intersection Congestion with Commercial Vehicle Telematics Data,datasets/352/problem_summary.md
dataset-504-summary,504,Predicting Effectiveness of Argumentative Writing Elements,datasets/504/problem_summary.md
dataset-194-summary,194,Hotel Cluster Recommendation for Expedia Users,datasets/194/problem_summary.md
dataset-33-summary,33,Automated Essay Scoring for Student-Written Essays,datasets/33/problem_summary.md
dataset-158-summary,158,Predicting Taxi Trip Destinations from Partial Trajectories,datasets/158/problem_summary.md
dataset-193-summary,193,San Francisco Crime Classification,datasets/193/problem_summary.md
dataset-503-summary,503,Unsupervised Clustering of Manufacturing Control Data,datasets/503/problem_summary.md
dataset-355-summary,355,Analyzing NFL Player Injuries and Performance Across Turf Types,datasets/355/problem_summary.md
dataset-167-summary,167,Introducing Kaggle Scripts Platform,datasets/167/problem_summary.md
dataset-397-summary,397,Landmark Image Retrieval with Feature Embeddings,datasets/397/problem_summary.md
dataset-363-summary,363,Bengali Handwritten Grapheme Component Classification,datasets/363/problem_summary.md
dataset-151-summary,151,Bike Rental Demand Forecasting,datasets/151/problem_summary.md
dataset-535-summary,535,Breast Cancer Detection in Screening Mammograms,datasets/535/problem_summary.md
dataset-169-summary,169,Denoising Dirty Documents,datasets/169/problem_summary.md
dataset-532-summary,532,Multi-Objective Recommender System for E-Commerce,datasets/532/problem_summary.md
dataset-156-summary,156,Sentiment Analysis on IMDB Movie Reviews using Word2Vec,datasets/156/problem_summary.md
dataset-364-summary,364,NCAA March Madness Tournament Outcome Prediction,datasets/364/problem_summary.md
dataset-390-summary,390,Forecasting Walmart Retail Sales with Hierarchical Time Series Data,datasets/390/problem_summary.md
dataset-216-summary,216,Leaf Species Classification from Binary Images and Extracted Features,datasets/216/problem_summary.md
dataset-440-summary,440,Wildlife Species Counting in Camera Trap Image Sequences,datasets/440/problem_summary.md
dataset-229-summary,229,Predicting Russian Real Estate Prices with Macroeconomic Data,datasets/229/problem_summary.md
dataset-447-summary,447,Smartphone Decimeter-Level GNSS Positioning Challenge,datasets/447/problem_summary.md
dataset-211-summary,211,Santander Product Recommendation,datasets/211/problem_summary.md
dataset-478-summary,478,Argumentative Discourse Element Classification in Student Essays,datasets/478/problem_summary.md
dataset-227-summary,227,Cervical Cancer Type Classification from Medical Images,datasets/227/problem_summary.md
dataset-471-summary,471,Predicting Realized Volatility in Financial Markets,datasets/471/problem_summary.md
dataset-643-summary,643,Efficient Chess AI Development with Resource Constraints,datasets/643/problem_summary.md
dataset-485-summary,485,Clinical Concept Identification in Patient Notes,datasets/485/problem_summary.md
dataset-218-summary,218,Binary Classification of Dog and Cat Images,datasets/218/problem_summary.md
dataset-482-summary,482,Multi-Agent Strategy Game for Kore Mining Optimization,datasets/482/problem_summary.md
dataset-644-summary,644,Predicting Multilingual Chatbot Response Preferences,datasets/644/problem_summary.md
dataset-476-summary,476,Object Detection for Crown-of-Thorns Starfish in Underwater Images,datasets/476/problem_summary.md
dataset-220-summary,220,Transfer Learning for Multi-label Text Tagging on Stack Exchange Questions,datasets/220/problem_summary.md
dataset-449-summary,449,Multi-Agent Reinforcement Learning for Hungry Geese Game,datasets/449/problem_summary.md
dataset-280-summary,280,Predicting Loan Repayment Risk with Alternative Data,datasets/280/problem_summary.md
dataset-422-summary,422,Multi-Armed Bandit Competition for Candy Cane Collection,datasets/422/problem_summary.md
dataset-610-summary,610,Predicting Plant Traits from Citizen Science Images for Ecosystem Health,datasets/610/problem_summary.md
dataset-274-summary,274,Predicting Online Classified Ad Demand,datasets/274/problem_summary.md
dataset-628-summary,628,ARC Prize 2024: Novel Abstract Reasoning Task Solving,datasets/628/problem_summary.md
dataset-273-summary,273,Instance-Level Video Segmentation for Autonomous Driving,datasets/273/problem_summary.md
dataset-617-summary,617,Emulating Subgrid Atmospheric Processes in Climate Models,datasets/617/problem_summary.md
dataset-425-summary,425,VinBigData Chest X-ray Abnormalities Detection,datasets/425/problem_summary.md
dataset-287-summary,287,Store Item Demand Forecasting Challenge,datasets/287/problem_summary.md
dataset-621-summary,621,LLM 20 Questions: Cooperative Word Deduction Game,datasets/621/problem_summary.md
dataset-413-summary,413,Analyzing the 2020 Kaggle Machine Learning & Data Science Survey,datasets/413/problem_summary.md
dataset-245-summary,245,Binary Classification for Auto Insurance Claim Prediction,datasets/245/problem_summary.md
dataset-289-summary,289,New York City Taxi Fare Prediction,datasets/289/problem_summary.md
dataset-619-summary,619,Binary Classification of Insurance Cross Selling,datasets/619/problem_summary.md
dataset-242-summary,242,Web Traffic Time Series Forecasting,datasets/242/problem_summary.md
dataset-414-summary,414,Volcanic Eruption Time Prediction with Seismic Sensor Data,datasets/414/problem_summary.md
dataset-626-summary,626,Extracting Exoplanet Atmospheric Spectra from Noisy Telescope Data,datasets/626/problem_summary.md
dataset-477-summary,477,Multiclass Classification of Bacterial Species from Genomic Histograms,datasets/477/problem_summary.md
dataset-645-summary,645,Multi-Agent Reinforcement Learning for Space Exploration Strategy,datasets/645/problem_summary.md
dataset-221-summary,221,NCAA Basketball Tournament Outcome Prediction,datasets/221/problem_summary.md
dataset-483-summary,483,Whale and Dolphin Identification via Image Matching,datasets/483/problem_summary.md
dataset-448-summary,448,COVID-19 Detection and Localization in Chest Radiographs,datasets/448/problem_summary.md
dataset-484-summary,484,Time Series Classification of Biological Sensor Data,datasets/484/problem_summary.md
dataset-226-summary,226,Quora Question Pairs Duplicate Detection,datasets/226/problem_summary.md
dataset-642-summary,642,Equity in Post-HCT Survival Predictions,datasets/642/problem_summary.md
dataset-470-summary,470,Analyzing NFL Special Teams Performance with Tracking Data,datasets/470/problem_summary.md
dataset-219-summary,219,Satellite Imagery Feature Detection with MultiPolygon Classification,datasets/219/problem_summary.md
dataset-446-summary,446,Predicting Text Readability for Educational Passages,datasets/446/problem_summary.md
dataset-210-summary,210,Predicting Insurance Claim Severity,datasets/210/problem_summary.md
dataset-479-summary,479,Traffic Congestion Forecasting in a U.S. Metropolis,datasets/479/problem_summary.md
dataset-217-summary,217,Financial Market Value Prediction with Anonymized Time Series Data,datasets/217/problem_summary.md
dataset-441-summary,441,Multiclass Classification of eCommerce Product Categories,datasets/441/problem_summary.md
dataset-228-summary,228,Computer Vision-Based Steller Sea Lion Population Counting,datasets/228/problem_summary.md
dataset-618-summary,618,Boolean Query Generation for Patent Search Explainability,datasets/618/problem_summary.md
dataset-288-summary,288,Forest Cover Type Classification from Cartographic Variables,datasets/288/problem_summary.md
dataset-243-summary,243,Text Normalization for Russian Language,datasets/243/problem_summary.md
dataset-627-summary,627,Loan Approval Prediction,datasets/627/problem_summary.md
dataset-415-summary,415,Evaluating Defensive Performance in NFL Passing Plays,datasets/415/problem_summary.md
dataset-412-summary,412,Helmet Impact Detection in NFL Videos,datasets/412/problem_summary.md
dataset-620-summary,620,Predicting Human Preferences in Chatbot Arena Conversations,datasets/620/problem_summary.md
dataset-244-summary,244,Text Normalization for English Language,datasets/244/problem_summary.md
dataset-629-summary,629,Binary Classification of Depression Risk from Mental Health Survey Data,datasets/629/problem_summary.md
dataset-286-summary,286,Cuisine Classification from Recipe Ingredients,datasets/286/problem_summary.md
dataset-272-summary,272,"Fine-Grained Image Classification of 8,000 Species with Long-Tailed Data",datasets/272/problem_summary.md
dataset-424-summary,424,Multi-label Classification of Catheter and Line Positions in Chest X-rays,datasets/424/problem_summary.md
dataset-616-summary,616,Predicting Small Molecule-Protein Binding Affinity with BELKA,datasets/616/problem_summary.md
dataset-611-summary,611,3D Scene Reconstruction from Diverse 2D Images,datasets/611/problem_summary.md
dataset-423-summary,423,Insurance Claim Amount Prediction with Synthetic Tabular Data,datasets/423/problem_summary.md
dataset-275-summary,275,Humpback Whale Identification from Fluke Images,datasets/275/problem_summary.md
dataset-281-summary,281,Large-Scale Object Detection in Complex Images,datasets/281/problem_summary.md
dataset-257-summary,257,Camera Model Identification from Image Traces,datasets/257/problem_summary.md
dataset-401-summary,401,Landmark Recognition in Images with Large Class Space,datasets/401/problem_summary.md
dataset-633-summary,633,Predicting Problematic Internet Use from Physical Activity Data,datasets/633/problem_summary.md
dataset-268-summary,268,Landmark Image Retrieval Challenge,datasets/268/problem_summary.md
dataset-634-summary,634,Predicting Insurance Premiums with Tabular Data,datasets/634/problem_summary.md
dataset-406-summary,406,Reverse Prediction in Conway's Game of Life,datasets/406/problem_summary.md
dataset-250-summary,250,Music Recommendation with User-Song Interaction Prediction,datasets/250/problem_summary.md
dataset-439-summary,439,Fine-Grained Plant Species Classification from Herbarium Specimens,datasets/439/problem_summary.md
dataset-292-summary,292,Inclusive Image Classification with Geographic Distribution Robustness,datasets/292/problem_summary.md
dataset-266-summary,266,Predicting DonorsChoose.org Project Proposal Approval,datasets/266/problem_summary.md
dataset-602-summary,602,AI Assistants for Data Science Tasks with Gemma,datasets/602/problem_summary.md
dataset-430-summary,430,Predicting NCAA Basketball Tournament Outcomes,datasets/430/problem_summary.md
dataset-259-summary,259,Mercari Price Suggestion Challenge,datasets/259/problem_summary.md
dataset-437-summary,437,Hotel Recognition for Human Trafficking Investigations via Fine-Grained Visual Categorization,datasets/437/problem_summary.md
dataset-605-summary,605,Predicting Prosumer Energy Behavior to Minimize Imbalance Costs,datasets/605/problem_summary.md
dataset-261-summary,261,Plant Seedlings Classification from Images,datasets/261/problem_summary.md
dataset-295-summary,295,Multi-class Doodle Recognition from Noisy Drawing Data,datasets/295/problem_summary.md
dataset-408-summary,408,Environmental and Social KPIs for Climate Solutions,datasets/408/problem_summary.md
dataset-463-summary,463,Hindi and Tamil Question Answering,datasets/463/problem_summary.md
dataset-235-summary,235,Binary Classification of Invasive Hydrangea in Forest Images,datasets/235/problem_summary.md
dataset-497-summary,497,Tabular Data Imputation for Manufacturing Control Data,datasets/497/problem_summary.md
dataset-490-summary,490,Hotel Recognition via Image Classification to Combat Human Trafficking,datasets/490/problem_summary.md
dataset-232-summary,232,Predicting Mercedes-Benz Test Bench Time with Anonymized Features,datasets/232/problem_summary.md
dataset-464-summary,464,Analyzing the 2021 Kaggle Machine Learning & Data Science Survey,datasets/464/problem_summary.md
dataset-499-summary,499,Medical Image Segmentation for GI Tract Organs in MRI Scans,datasets/499/problem_summary.md
dataset-452-summary,452,Tabular Regression for Loan Default Loss Prediction,datasets/452/problem_summary.md
dataset-204-summary,204,Predicting Customer Potential for Red Hat Business Value,datasets/204/problem_summary.md
dataset-203-summary,203,Predicting Mobile User Demographics from App Usage Data,datasets/203/problem_summary.md
dataset-455-summary,455,Binary Classification with Synthetic Insurance Claims Data,datasets/455/problem_summary.md
dataset-294-summary,294,Binary Classification of Turkey Sounds in Audio Clips,datasets/294/problem_summary.md
dataset-604-summary,604,PII Detection in Educational Text Data,datasets/604/problem_summary.md
dataset-436-summary,436,Traffic Signal Optimization for City Traffic Flow,datasets/436/problem_summary.md
dataset-260-summary,260,Dog Breed Identification from Images,datasets/260/problem_summary.md
dataset-409-summary,409,Reinforcement Learning for Football Agent Control,datasets/409/problem_summary.md
dataset-267-summary,267,Mobile App Ad Click Fraud Detection,datasets/267/problem_summary.md
dataset-431-summary,431,Binary Classification on Synthetic Titanic Passenger Survival Data,datasets/431/problem_summary.md
dataset-603-summary,603,LLM Prompt Recovery from Rewritten Text,datasets/603/problem_summary.md
dataset-293-summary,293,Ship Detection in Satellite Imagery,datasets/293/problem_summary.md
dataset-258-summary,258,Predicting Transparent Conductor Properties,datasets/258/problem_summary.md
dataset-407-summary,407,Multi-label Classification of Drug Mechanisms of Action (MoA),datasets/407/problem_summary.md
dataset-635-summary,635,Predicting NFL Team and Player Tendencies from Pre-Snap Behavior,datasets/635/problem_summary.md
dataset-251-summary,251,Zillow Home Value Prediction (Zestimate),datasets/251/problem_summary.md
dataset-438-summary,438,Multi-label Classification of Apple Leaf Diseases from Images,datasets/438/problem_summary.md
dataset-256-summary,256,Restaurant Visitor Forecasting with Time-Series Data,datasets/256/problem_summary.md
dataset-632-summary,632,Predicting Misconception-Distractor Affinity in Mathematics Questions,datasets/632/problem_summary.md
dataset-400-summary,400,Halite IV: Multi-Agent Resource Management Game,datasets/400/problem_summary.md
dataset-269-summary,269,Google Landmark Recognition Challenge,datasets/269/problem_summary.md
dataset-202-summary,202,Predicting Bakery Inventory Demand for Grupo Bimbo,datasets/202/problem_summary.md
dataset-454-summary,454,G2Net Gravitational Wave Detection,datasets/454/problem_summary.md
dataset-498-summary,498,POI Matching with Noisy Location Data,datasets/498/problem_summary.md
dataset-453-summary,453,MLB Player Digital Engagement Forecasting,datasets/453/problem_summary.md
dataset-205-summary,205,Integer Sequence Learning,datasets/205/problem_summary.md
dataset-233-summary,233,Multi-label Classification of Amazon Satellite Imagery,datasets/233/problem_summary.md
dataset-465-summary,465,Binary Classification with Synthetic Email Spam Features,datasets/465/problem_summary.md
dataset-491-summary,491,Sorghum Cultivar Identification from RGB Images,datasets/491/problem_summary.md
dataset-496-summary,496,Semantic Similarity Matching for U.S. Patent Phrases,datasets/496/problem_summary.md
dataset-462-summary,462,Ventilator Pressure Prediction in Mechanical Lung Simulation,datasets/462/problem_summary.md
dataset-234-summary,234,Error: Competition Details Not Found,datasets/234/problem_summary.md
dataset-346-summary,346,Steel Defect Detection and Classification,datasets/346/problem_summary.md
dataset-174-summary,174,Predicting Hourly Rainfall from Polarimetric Radar Data,datasets/174/problem_summary.md
dataset-510-summary,510,Image Classification of Stroke Blood Clot Origin,datasets/510/problem_summary.md
dataset-180-summary,180,Predicting Stock Returns with Noisy Financial Data,datasets/180/problem_summary.md
dataset-379-summary,379,Fine-Grained Plant Species Classification from Herbarium Specimens,datasets/379/problem_summary.md
dataset-20-summary,20,Predicting Bodily Injury Liability Insurance Claims,datasets/20/problem_summary.md
dataset-187-summary,187,Automated Cardiac MRI Volume Measurement for Heart Disease Diagnosis,datasets/187/problem_summary.md
dataset-18-summary,18,Predicting Wikipedia Editor Participation,datasets/18/problem_summary.md
dataset-517-summary,517,"Predicting Multimodal Single-Cell Integration of DNA, RNA, and Protein Data",datasets/517/problem_summary.md
dataset-173-summary,173,Predicting Western Australia Rental Prices,datasets/173/problem_summary.md
dataset-341-summary,341,Open Images 2019 - Object Detection,datasets/341/problem_summary.md
dataset-27-summary,27,Predicting Student Test Question Accuracy,datasets/27/problem_summary.md
dataset-9-summary,9,Predicting Edges in an Online Social Network,datasets/9/problem_summary.md
dataset-528-summary,528,Binary Classification with a Tabular Stroke Prediction Dataset,datasets/528/problem_summary.md
dataset-383-summary,383,Abstraction and Reasoning Challenge,datasets/383/problem_summary.md
dataset-145-summary,145,Predicting Popularity of New York Times Blog Articles,datasets/145/problem_summary.md
dataset-377-summary,377,Flower Classification with TPUs,datasets/377/problem_summary.md
dataset-521-summary,521,Scrabble Player Rating Prediction,datasets/521/problem_summary.md
dataset-11-summary,11,Time Series Forecasting for Freeway Travel Time Prediction,datasets/11/problem_summary.md
dataset-348-summary,348,RSNA Intracranial Hemorrhage Detection,datasets/348/problem_summary.md
dataset-526-summary,526,Evaluating Linemen Performance in NFL Pass Plays,datasets/526/problem_summary.md
dataset-370-summary,370,Binary Classification with Categorical Feature Encoding Challenge II,datasets/370/problem_summary.md
dataset-142-summary,142,NCAA Basketball Tournament Outcome Prediction,datasets/142/problem_summary.md
dataset-384-summary,384,Fine-Grained Attribute Recognition in Artwork Images,datasets/384/problem_summary.md
dataset-7-summary,7,Predicting Chess Game Outcomes with Alternative Rating Systems,datasets/7/problem_summary.md
dataset-29-summary,29,Biometric Identification from Eye Movement Patterns,datasets/29/problem_summary.md
dataset-519-summary,519,Predicting English Language Proficiency from Student Essays,datasets/519/problem_summary.md
dataset-16-summary,16,Binary Classification with High-Dimensional Simulated Data to Prevent Overfitting,datasets/16/problem_summary.md
dataset-189-summary,189,Multi-label Classification of Restaurant Attributes from User-Submitted Photos,datasets/189/problem_summary.md
dataset-129-summary,129,Predicting Soil Properties from Infrared Spectroscopy Data,datasets/129/problem_summary.md
dataset-42-summary,42,Music Recommendation Prediction with the Million Song Dataset,datasets/42/problem_summary.md
dataset-89-summary,89,Predicting 311 Issue Engagement Metrics,datasets/89/problem_summary.md
dataset-572-summary,572,Predicting Horse Health Outcomes,datasets/572/problem_summary.md
dataset-116-summary,116,Predicting Insurance Policy Purchases from Transaction History,datasets/116/problem_summary.md
dataset-324-summary,324,Fine-Grained Attribute Recognition in Artwork Images,datasets/324/problem_summary.md
dataset-586-summary,586,Detecting Sleep States from Wrist-Worn Accelerometer Data,datasets/586/problem_summary.md
dataset-45-summary,45,Kinect Gesture Recognition Challenge,datasets/45/problem_summary.md
dataset-581-summary,581,Predicting AI Model Runtime Optimization Configurations,datasets/581/problem_summary.md
dataset-323-summary,323,Wildlife Animal Classification in Camera Trap Images,datasets/323/problem_summary.md
dataset-111-summary,111,NCAA Basketball Tournament Outcome Prediction,datasets/111/problem_summary.md
dataset-575-summary,575,RSNA 2023 Abdominal Trauma Detection,datasets/575/problem_summary.md
dataset-588-summary,588,Protein Function Prediction with Gene Ontology Terms,datasets/588/problem_summary.md
dataset-73-summary,73,Handwriting Stroke Recovery from Offline Signature Images,datasets/73/problem_summary.md
dataset-118-summary,118,Predicting Repeat Shoppers from Transactional Data,datasets/118/problem_summary.md
dataset-87-summary,87,Yelp Business Rating Prediction,datasets/87/problem_summary.md
dataset-543-summary,543,NCAA Basketball Tournament Outcome Prediction,datasets/543/problem_summary.md
dataset-315-summary,315,Gendered Pronoun Resolution,datasets/315/problem_summary.md
dataset-127-summary,127,Predicting Click-Through Rates on Display Ads,datasets/127/problem_summary.md
dataset-80-summary,80,Multi-class Audio Classification of Bird Species,datasets/80/problem_summary.md
dataset-74-summary,74,Predicting Product Launch Success with Early Sales Data,datasets/74/problem_summary.md
dataset-120-summary,120,Predicting Exciting Education Projects on DonorsChoose.org,datasets/120/problem_summary.md
dataset-312-summary,312,Pet Adoption Speed Prediction,datasets/312/problem_summary.md
dataset-544-summary,544,Binary Classification with a Tabular Kidney Stone Prediction Dataset,datasets/544/problem_summary.md
dataset-6-summary,6,Predicting Short-Term Stock Price Movements,datasets/6/problem_summary.md
dataset-385-summary,385,TREC-COVID Information Retrieval for Pandemic Document Search,datasets/385/problem_summary.md
dataset-28-summary,28,One-Shot-Learning Gesture Recognition with Kinect Data,datasets/28/problem_summary.md
dataset-527-summary,527,Regression with a Tabular California Housing Dataset,datasets/527/problem_summary.md
dataset-143-summary,143,Malware Family Classification Challenge,datasets/143/problem_summary.md
dataset-371-summary,371,COVID-19 Global Forecasting (Week 2),datasets/371/problem_summary.md
dataset-17-summary,17,Measuring Galaxy Ellipticity to Map Dark Matter,datasets/17/problem_summary.md
dataset-188-summary,188,NCAA Basketball Tournament Outcome Prediction,datasets/188/problem_summary.md
dataset-518-summary,518,Analyzing the 2022 Kaggle Machine Learning & Data Science Survey,datasets/518/problem_summary.md
dataset-376-summary,376,COVID-19 Daily Case and Fatality Forecasting,datasets/376/problem_summary.md
dataset-144-summary,144,NLP - Missing Word Imputation in Billion Word Corpus,datasets/144/problem_summary.md
dataset-520-summary,520,Binary Classification with Model Blending Practice,datasets/520/problem_summary.md
dataset-382-summary,382,Plant Pathology Classification in Apple Leaves,datasets/382/problem_summary.md
dataset-1-summary,1,Forecasting Eurovision Song Contest Voting Patterns,datasets/1/problem_summary.md
dataset-349-summary,349,Cloud Structure Segmentation from Satellite Images,datasets/349/problem_summary.md
dataset-10-summary,10,R Package Recommendation Engine for R Programmers,datasets/10/problem_summary.md
dataset-516-summary,516,Horse Racing Tactics and Path Efficiency Analysis,datasets/516/problem_summary.md
dataset-340-summary,340,Visual Relationship Detection in Open Images,datasets/340/problem_summary.md
dataset-172-summary,172,Predicting Direct Mail Response for Loan Marketing,datasets/172/problem_summary.md
dataset-186-summary,186,Predicting Telstra Network Fault Severity,datasets/186/problem_summary.md
dataset-19-summary,19,Predicting Supermarket Shopper Visits and Spend,datasets/19/problem_summary.md
dataset-529-summary,529,Robotic Arm Path Optimization for Image Printing,datasets/529/problem_summary.md
dataset-26-summary,26,Getting Started Competition,datasets/26/problem_summary.md
dataset-8-summary,8,Tourism Time Series Forecasting Competition,datasets/8/problem_summary.md
dataset-181-summary,181,Predicting Cervical Cancer Screening Compliance from Medical Records,datasets/181/problem_summary.md
dataset-175-summary,175,Time Series Forecasting for Rossmann Store Sales,datasets/175/problem_summary.md
dataset-347-summary,347,3D Object Detection for Autonomous Vehicles,datasets/347/problem_summary.md
dataset-511-summary,511,Predicting Stock Returns for the Tokyo Stock Exchange,datasets/511/problem_summary.md
dataset-21-summary,21,Semi-Supervised Feature Learning for High-Dimensional Data,datasets/21/problem_summary.md
dataset-378-summary,378,Predicting Ion Channel Openings from Electrophysiological Signals,datasets/378/problem_summary.md
